1.000 0.780 0.830 0.730 0.978 0.630
1.100 0.715 0.765 0.665 0.886 0.583
1.200 0.661 0.711 0.611 0.809 0.543
1.300 0.614 0.664 0.564 0.745 0.508
1.400 0.575 0.625 0.525 0.693 0.477
1.500 0.540 0.590 0.490 0.646 0.450
1.600 0.510 0.560 0.460 0.606 0.426
1.700 0.483 0.533 0.433 0.572 0.404
1.800 0.459 0.509 0.409 0.541 0.384
1.900 0.437 0.487 0.387 0.515 0.366
2.000 0.418 0.468 0.368 0.491 0.350
2.100 0.400 0.450 0.350 0.469 0.334
2.200 0.384 0.434 0.334 0.450 0.321
2.300 0.369 0.419 0.319 0.433 0.308
2.400 0.355 0.405 0.305 0.417 0.296
2.500 0.343 0.393 0.293 0.403 0.288
2.600 0.331 0.381 0.281 0.444 0.281
2.700 0.369 0.419 0.319 0.472 0.281
2.800 0.413 0.463 0.363 0.486 0.299
2.900 0.435 0.485 0.385 0.497 0.339
3.000 0.449 0.499 0.399 0.505 0.379
3.100 0.458 0.508 0.408 0.511 0.401
3.200 0.465 0.515 0.415 0.516 0.412
3.300 0.469 0.519 0.419 0.520 0.418
3.400 0.473 0.523 0.423 0.523 0.422
3.500 0.475 0.525 0.425 0.525 0.425
3.600 0.477 0.527 0.427 0.527 0.427
3.700 0.478 0.528 0.428 0.528 0.428
3.800 0.479 0.529 0.429 0.529 0.429
3.900 0.479 0.529 0.429 0.529 0.429
4.000 0.479 0.529 0.429 0.529 0.429
4.100 0.478 0.528 0.428 0.528 0.428
4.200 0.477 0.527 0.427 0.527 0.427
4.300 0.475 0.525 0.425 0.525 0.425
4.400 0.473 0.523 0.423 0.523 0.423
4.500 0.470 0.520 0.420 0.521 0.420
4.600 0.468 0.518 0.418 0.518 0.418
4.700 0.465 0.515 0.415 0.515 0.415
4.800 0.463 0.513 0.413 0.513 0.412
4.900 0.460 0.510 0.410 0.510 0.410
5.000 0.458 0.508 0.408 0.508 0.407
5.100 0.455 0.505 0.405 0.505 0.405
5.200 0.452 0.502 0.402 0.502 0.402
5.300 0.450 0.500 0.400 0.500 0.400
5.400 0.447 0.497 0.397 0.498 0.397
5.500 0.449 0.499 0.399 0.500 0.399
5.600 0.454 0.504 0.404 0.508 0.402
5.700 0.462 0.512 0.412 0.519 0.408
5.800 0.472 0.522 0.422 0.531 0.416
5.900 0.484 0.534 0.434 0.544 0.425
6.000 0.497 0.547 0.447 0.558 0.436
6.100 0.510 0.560 0.460 0.571 0.449
6.200 0.524 0.574 0.474 0.580 0.463
6.300 0.533 0.583 0.483 0.587 0.476
6.400 0.541 0.591 0.491 0.593 0.487
6.500 0.547 0.597 0.497 0.598 0.495
6.600 0.552 0.602 0.502 0.602 0.501
6.700 0.556 0.606 0.506 0.606 0.505
6.800 0.559 0.609 0.509 0.609 0.509
6.900 0.562 0.612 0.512 0.612 0.512
7.000 0.564 0.614 0.514 0.614 0.514
7.100 0.566 0.616 0.516 0.616 0.516
7.200 0.568 0.618 0.518 0.624 0.518
7.300 0.576 0.626 0.526 0.641 0.522
7.400 0.590 0.640 0.540 0.664 0.528
7.500 0.608 0.658 0.558 0.691 0.539
