1.000 0.280 0.330 0.230 0.330 0.230
1.100 0.279 0.329 0.229 0.329 0.229
1.200 0.278 0.328 0.228 0.328 0.228
1.300 0.278 0.328 0.228 0.328 0.228
1.400 0.277 0.327 0.227 0.327 0.227
1.500 0.276 0.326 0.226 0.326 0.226
1.600 0.275 0.325 0.225 0.325 0.225
1.700 0.274 0.324 0.224 0.324 0.224
1.800 0.274 0.324 0.224 0.324 0.224
1.900 0.273 0.323 0.223 0.323 0.223
2.000 0.272 0.322 0.222 0.322 0.222
2.100 0.270 0.320 0.220 0.320 0.220
2.200 0.269 0.319 0.219 0.319 0.219
2.300 0.267 0.317 0.217 0.317 0.217
2.400 0.266 0.316 0.216 0.316 0.216
2.500 0.266 0.316 0.216 0.316 0.216
2.600 0.264 0.314 0.214 0.314 0.214
2.700 0.263 0.313 0.213 0.313 0.213
2.800 0.262 0.312 0.212 0.312 0.212
2.900 0.262 0.312 0.212 0.312 0.212
3.000 0.261 0.311 0.211 0.311 0.211
3.100 0.261 0.311 0.211 0.311 0.211
3.200 0.261 0.311 0.211 0.311 0.211
3.300 0.261 0.311 0.211 0.311 0.211
3.400 0.262 0.312 0.212 0.312 0.212
3.500 0.262 0.312 0.212 0.312 0.212
3.600 0.263 0.313 0.213 0.313 0.213
3.700 0.265 0.315 0.215 0.315 0.214
3.800 0.266 0.316 0.216 0.316 0.216
3.900 0.267 0.317 0.217 0.317 0.217
4.000 0.269 0.319 0.219 0.319 0.219
4.100 0.271 0.321 0.221 0.321 0.221
4.200 0.273 0.323 0.223 0.323 0.223
4.300 0.275 0.325 0.225 0.325 0.225
4.400 0.277 0.327 0.227 0.328 0.227
4.500 0.280 0.330 0.230 0.331 0.230
4.600 0.284 0.334 0.234 0.335 0.234
4.700 0.289 0.339 0.239 0.341 0.238
4.800 0.295 0.345 0.245 0.346 0.243
4.900 0.301 0.351 0.251 0.353 0.249
5.000 0.307 0.357 0.257 0.360 0.255
5.100 0.314 0.364 0.264 0.367 0.261
5.200 0.321 0.371 0.271 0.375 0.268
5.300 0.329 0.379 0.279 0.384 0.276
5.400 0.338 0.388 0.288 0.393 0.284
5.500 0.347 0.397 0.297 0.403 0.292
5.600 0.357 0.407 0.307 0.413 0.301
5.700 0.367 0.417 0.317 0.422 0.311
5.800 0.376 0.426 0.326 0.431 0.321
5.900 0.386 0.436 0.336 0.440 0.331
6.000 0.395 0.445 0.345 0.449 0.340
6.100 0.404 0.454 0.354 0.458 0.349
6.200 0.413 0.463 0.363 0.467 0.358
6.300 0.422 0.472 0.372 0.476 0.367
6.400 0.431 0.481 0.381 0.485 0.376
6.500 0.440 0.490 0.390 0.494 0.385
6.600 0.449 0.499 0.399 0.503 0.394
6.700 0.458 0.508 0.408 0.513 0.403
6.800 0.467 0.517 0.417 0.525 0.412
6.900 0.477 0.527 0.427 0.544 0.420
7.000 0.492 0.542 0.442 0.567 0.428
7.100 0.511 0.561 0.461 0.596 0.441
7.200 0.535 0.585 0.485 0.626 0.457
7.300 0.564 0.614 0.514 0.656 0.478
7.400 0.595 0.645 0.545 0.680 0.503
7.500 0.623 0.673 0.573 0.702 0.533
